player_id,game_id,time_end,team,mean,std
296,300,2006-01-30 02:30:05,2,24.5179322267,3.35924267868
396,484,2006-01-29 01:01:14,2,29.3417379056,3.47810985452
211,726,2006-01-31 02:31:48,2,29.9570617336,2.27960591356
35,1582,2006-02-03 22:54:36,1,26.9444623933,2.23650158671
113,102,2006-01-26 07:25:32,1,28.6088787176,2.13352161204
1115,3594,2006-03-02 01:13:06,6,28.8656393818,2.26146697199
1579,2700,2006-02-26 14:54:36,5,33.5278481387,5.72160870943
601,902,2006-01-28 08:43:28,1,31.5783750975,6.21528549492
548,613,2006-01-30 23:07:21,2,29.861873723,6.52047275791
112,88,2006-01-18 02:48:59,3,26.4917335787,2.6305166568
131,106,2006-02-02 01:43:27,1,23.5209886358,2.40068745146
810,1434,2006-02-06 04:10:35,1,31.1478659637,2.73913873522
1885,3682,2006-02-20 21:22:49,2,18.6726079756,6.13373865009
1251,3057,2006-02-11 22:22:20,3,29.9019637884,2.07271937633
2633,21829,2006-05-23 01:47:01,3,27.974230152,1.3845620397
1061,1544,2006-02-02 08:37:56,3,33.1460801971,6.17526178526
1311,2032,2006-02-09 00:55:49,6,21.2320596132,5.29484543152
2616,6915,2006-03-08 23:21:10,3,25.7333722784,3.03696250376
6246,23634,2006-05-21 20:40:12,1,28.5251000396,0.932535499686
3622,23880,2006-05-23 04:33:11,1,27.3398022979,2.27311504035
31,239,2006-01-24 17:34:01,1,23.0668380122,2.49150103519
871,3822,2006-02-25 10:49:50,1,30.5108198278,2.53767350344
2106,4406,2006-02-22 17:19:28,4,21.3797912294,4.64983811085
2885,8554,2006-03-16 14:37:18,3,22.0305826513,2.6342969006
1631,3925,2006-02-23 14:50:23,6,29.4587935618,2.57701256346
183907,2003992,2008-04-01 01:32:54,5,29.0686820516,1.23797360668
137130,2004859,2008-03-12 22:15:13,5,31.3447980747,2.42857176548
181109,2005495,2008-03-17 10:34:50,2,29.4353131615,0.760089123018
168870,2006349,2008-03-13 00:45:59,2,27.3412731706,1.05084062574
188072,2007490,2008-03-25 02:41:01,3,32.449285233,2.54619476396
180310,2007567,2008-03-13 17:59:31,2,29.5277974737,0.985037917344
182135,2007932,2008-03-20 17:54:22,4,26.5546488513,1.7944091585
178677,2008300,2008-03-14 05:28:24,2,27.2902273491,1.58781870471
49565,2008340,2008-03-13 20:06:20,2,33.1016462345,1.23339589931
189016,2008701,2008-03-19 09:25:04,2,30.3849886573,2.10711241164
61076,2009530,2008-03-30 08:44:25,2,32.1629873464,0.798920558034
161643,2009825,2008-03-21 12:56:49,4,37.3561547795,2.34499843233
84846,2009899,2008-03-15 19:47:09,1,29.6610809007,1.18048898057
190791,2010818,2008-03-19 04:41:05,2,32.1159097231,1.6411937252
184045,2010954,2008-03-13 19:11:40,1,27.8821863094,1.81134166001
119449,2010993,2008-03-31 11:15:00,1,29.5021721282,0.758238668928
32178,2011166,2008-03-14 17:40:31,2,29.0796093885,0.817710890349
117263,2011254,2008-03-13 19:34:38,1,30.158001608,0.699777873927
155526,2011785,2008-03-13 22:27:55,2,29.7803324758,0.719938698386
191744,2012155,2008-03-14 14:10:28,1,24.0115039851,2.87842640542
189940,2012360,2008-03-13 23:11:32,1,32.0242630479,1.45084708823
148143,2012629,2008-03-13 23:25:48,1,30.3079585136,2.56060842256
45731,2012932,2008-03-24 16:15:34,5,30.4530002179,1.21737483692
168870,2013215,2008-03-15 21:51:48,2,27.4850049959,1.03168790847
191296,2013330,2008-03-15 04:17:02,2,22.4901660056,2.32443066958
192348,2013562,2008-03-17 22:12:11,2,24.9186736106,3.22497004473
122800,2013635,2008-03-14 02:28:58,2,29.8019685469,0.977694139699
162341,2014496,2008-03-20 15:06:13,2,28.601323289,1.37421427135
185209,2014524,2008-03-22 21:35:49,1,28.3590784988,1.56103827594
189829,2014605,2008-03-14 06:44:49,1,27.3344815189,1.90290923311
184122,2014801,2008-04-01 16:13:17,4,28.4711622512,0.800294380125
93246,2015397,2008-03-14 13:06:26,2,30.670192253,2.18070287153
64184,2015506,2008-04-16 13:36:17,8,31.5350342839,0.707774882832
181251,2016474,2008-03-14 17:11:35,3,30.7465809085,1.2799819671
181532,2016501,2008-03-15 14:17:11,1,28.8530495981,1.122919403
166993,2017943,2008-03-14 20:50:53,4,26.8704718199,3.82618247324
51167,2018234,2008-03-20 17:40:35,2,31.0011517271,0.774302793408
159770,2018692,2008-03-20 04:01:17,3,31.717327932,1.29336145487
3608,25083,,4,,
3420,25670,2006-05-27 23:51:02,3,28.0189246544,2.05355325275
3192,25734,2006-05-25 18:57:21,2,27.2841396571,1.28314936014
21468,2019702,,4,,
3923,25967,2006-05-28 02:26:04,3,29.3135061474,1.02633154147
6733,26198,2006-06-04 19:21:20,2,39.2445180617,4.69859544484
3171,26767,2006-05-30 20:27:20,4,29.6820974273,1.79644659764
7558,26847,2006-06-09 23:19:23,2,39.241244365,4.599481556
3602,27093,,2,,
7181,27257,2006-06-03 21:10:49,3,32.2734975493,2.88691667324
1703,27310,2006-06-21 16:40:56,1,28.2552708926,1.78422005565
6641,27516,2006-06-03 14:15:47,1,32.4968525546,2.48065534454
7588,27639,2006-06-07 20:48:57,3,25.2739223272,1.60376508564
5965,27687,2006-06-01 15:58:54,1,27.565711069,1.36703242916
2826,27756,2006-06-02 04:31:24,1,31.1812786634,1.01400353453
3791,27787,2006-05-30 23:06:46,1,32.9718331348,1.59020877258
7113,27826,2006-06-01 21:47:01,1,25.9798118658,2.38312853858
5898,28026,,3,,
4589,28384,2006-06-05 04:51:37,1,27.825747352,1.72051378443
2928,28612,2006-06-09 04:26:26,1,28.7547076852,1.20659655898
2971,28765,2006-06-04 19:36:39,2,28.9155307542,1.41265620223
6152,28906,2006-06-09 17:14:03,1,28.1495298757,2.71764066731
5694,28966,2006-06-12 05:18:04,1,27.6559658124,1.5170357033
136630,1009935,2007-10-11 14:14:10,2,25.2360887757,4.75578750016
6309,29062,2006-06-13 19:43:11,1,27.4387237923,1.81383705208
1077,29112,2006-06-18 02:26:03,2,23.2279412509,2.14950546724
2075,12008,2006-04-05 23:17:35,2,25.7995129961,2.70106862384
7418,2363249,,3,,
72395,2363249,,7,,
7604,29316,2006-06-06 21:12:33,1,,
112370,1605962,,2,,
3890,29588,2006-06-06 18:07:05,4,30.7466044498,1.87161771975
8226,29818,,1,,
2715,29900,2006-06-13 19:37:41,4,29.8858548358,1.37674981989
3367,12191,2006-04-08 13:50:06,3,30.8554862952,3.15402270282
3205,29980,2006-06-19 22:41:03,3,29.345116048,1.06612445535
692,29988,2006-06-09 10:45:24,1,27.7226407022,2.43301481848
107424,1011072,2007-10-11 19:59:37,2,28.7958804141,2.07925184438
3982,12222,2006-04-10 07:15:33,2,19.0743522672,6.06320494182
7972,146034,,2,,
5158,18826,2006-05-06 09:06:58,3,26.1931563275,2.14778748993
8509,30409,2006-06-14 11:27:16,6,34.080748907,5.56119893315
6290,30516,2006-06-11 04:50:41,2,22.4722320379,3.07437134803
668,30672,2006-06-09 20:55:35,5,,
3026,30691,2006-06-06 21:13:16,1,,
7771,30710,2006-06-09 19:54:45,1,,
520,12342,2006-04-13 10:37:30,1,27.9123648904,1.89559245594
71326,1606021,,1,,
6791,31274,2006-06-20 11:25:58,4,30.0192817798,2.74305461808
6334,31584,2006-06-17 00:58:22,6,28.4851542824,1.3571849605
75579,1012728,2007-10-26 01:23:38,2,28.5573362931,1.71807899283
5710,31863,2006-06-20 01:49:10,1,28.6416813232,4.33494924908
6540,31867,2006-06-15 19:10:08,1,29.6053365118,2.92492579085
7086,32045,2006-06-14 15:53:31,2,12.6672281035,6.48925445618
6322,32280,2006-06-15 14:58:14,1,29.640313582,1.75165687184
4072,32353,2006-06-16 23:25:26,1,25.8418516295,3.7057055849
3660,12706,2006-04-08 18:08:35,4,21.4120656826,3.32176023395
6735,32534,2006-06-14 20:40:20,1,25.5004645666,2.15951568288
2841,32604,2006-06-14 17:10:48,4,27.014936838,2.08646669055
7966,32694,2006-06-16 19:12:31,2,26.7443732723,1.97109396967
7934,32736,2006-06-15 20:09:12,2,27.4510472304,2.35012726152
122491,1013768,2007-10-17 23:17:14,2,31.6973351868,1.59582314647
566,33077,2006-06-16 05:07:56,2,26.998117907,3.30555329497
8116,33226,2006-06-19 14:01:17,3,27.3486478797,3.36970712699
6262,33290,2006-06-16 18:00:09,2,22.7783522894,2.03583537993
7864,33303,2006-06-18 15:27:50,6,31.1238279933,2.63821555264
4235,33441,2006-06-18 21:06:56,1,21.9419116488,3.50370608605
7066,33465,2006-06-25 19:19:58,4,29.8839408263,1.70430063423
7670,33587,2006-06-20 01:09:14,2,26.2175952562,2.50853066676
8080,33865,2006-06-21 05:26:22,1,24.7467678214,2.12072514436
5345,33898,2006-06-19 08:39:24,3,26.5949628613,1.37668921574
8470,33927,2006-06-21 10:36:51,2,26.5581474376,2.5660598897
144634,1014811,2007-10-15 08:23:11,2,31.3570085245,2.58818160852
8104,34234,2006-07-24 10:36:24,2,31.5173102585,2.61667032218
4901,34542,2006-06-24 21:26:01,2,29.3289867652,1.5093561236
9619,34619,2006-06-24 20:25:30,3,30.3805004762,2.62176052221
7052,35339,2006-06-22 00:25:31,1,26.666951203,2.42150699549
77755,1016426,2007-11-02 16:32:02,2,33.1168419226,5.12905253116
391,35669,2006-06-27 16:12:00,2,27.8782043683,1.98797635132
6034,36077,2006-07-03 02:00:29,2,30.2272675347,2.12376653436
3508,36114,2006-06-25 20:59:23,2,28.9307346392,2.74098952284
34933,1606264,,2,,
130351,1017902,2007-10-16 14:10:07,2,30.7430772411,1.58841702314
4351,37517,2006-06-27 03:49:53,2,27.5836003306,1.91980807236
145303,1018403,2007-10-29 21:54:33,4,29.2194028199,3.71275506616
40753,1018521,2007-10-13 03:41:04,2,28.9493301743,1.76668607475
39928,1606301,,7,,
5399,37986,2006-06-29 00:04:03,2,28.3554303547,1.57462689878
6681,38011,2006-07-04 19:46:02,2,32.538849967,3.55373237864
3598,38072,2006-07-12 16:48:49,3,30.2279330609,0.981734429093
635,38124,2006-07-11 21:21:27,1,33.2944472194,2.45778018334
10204,38192,2006-07-07 13:38:00,2,26.5661187246,1.13174754537
8104,38287,2006-07-17 19:33:25,1,31.2745300088,2.27047135327
10480,38378,2006-06-29 17:03:30,3,26.8849289208,3.21702784708
10676,38801,2006-07-27 05:35:01,6,28.0851834522,4.27904201686
4593,39090,2006-06-30 21:01:38,2,29.312104672,2.58630840291
10882,39150,2006-07-03 18:36:41,3,22.3062800782,4.84371651909
9952,39196,2006-07-04 17:54:25,1,26.4472405955,2.55657996297
8775,39234,2006-07-01 23:00:11,2,30.6120986619,2.30787004272
131510,1020113,2007-10-13 14:47:28,1,29.5067435363,1.8246963545
9577,39467,2006-07-02 06:57:53,2,25.8847827316,2.31676965874
10974,39483,2006-07-07 00:07:07,5,34.8207548827,5.48730619647
5328,39592,2006-07-06 01:15:00,2,26.7984013603,6.94657890046
39548,149492,2007-01-06 14:49:48,2,,
6586,39635,2006-07-11 04:43:37,2,31.8696316292,1.27793391609
10353,39957,2006-07-05 22:19:07,2,27.4674676432,2.38090416907
3450,40169,2006-07-07 09:16:21,6,30.0393888859,0.805046140087
11172,40323,2006-07-15 20:53:06,3,33.9000226847,5.69924563665
8856,40393,2006-07-06 10:56:26,4,29.8050485826,2.21124426648
6889,40538,2006-07-09 22:53:54,5,30.1647441998,2.93672825949
15419,1021580,2007-10-30 05:58:49,1,29.3631716615,2.0435072126
7306,40778,2006-07-04 21:53:04,3,27.7960578958,2.64839253389
9927,40834,2006-07-20 05:05:52,2,33.0561020484,4.91769457233
3491,14475,2006-04-15 03:45:24,1,26.7175507489,1.83686489578
8704,40925,2006-09-07 02:37:14,2,27.344758676,1.72173735485
5157,40933,2006-07-16 12:04:30,4,29.8626683948,2.49993829068
2968,41250,2006-07-15 06:55:02,1,28.7089855355,0.990070721139
10019,41269,2006-07-10 06:51:22,4,28.077806476,2.57723638558
11401,41291,2006-07-09 06:44:59,4,36.4494086603,4.07696531028
8982,41529,2006-07-08 04:29:10,1,29.3989149996,2.29322260078
8486,41603,2006-07-11 02:37:01,1,26.384512115,1.5248306401
3567,41711,2006-07-24 04:20:52,6,31.7324130558,1.4440829172
10083,2035296,,4,,
7918,41942,2006-07-13 21:13:25,2,28.0611234444,3.83686733271
2528,42064,2006-07-15 03:06:31,6,29.8380426343,2.6296012964
6986,42139,2006-07-17 05:54:22,1,25.9317042627,1.51551125766
6490,42167,2006-07-15 08:08:18,2,25.9191773792,1.67966479608
9474,42179,2006-07-16 17:03:01,1,28.0309407924,2.24774836793
10391,42231,2006-07-15 05:58:24,4,34.0585522057,2.86832162949
974,14853,2006-04-22 15:09:22,1,24.6798959473,1.90560370352
9401,42810,2006-07-17 22:14:10,2,30.2575770516,2.17640488688
10005,42953,2006-07-24 04:47:07,1,28.9302851631,2.08276121894
5062,43073,2006-07-21 17:20:51,4,31.2394581923,1.33309733134
2157,43119,2006-07-27 22:41:42,2,32.2634119137,2.23643898676
11014,43387,,6,,
3791,43849,2006-07-23 18:23:05,1,31.078573345,1.77144714851
139620,1024759,2007-10-14 15:25:57,2,30.8133579076,2.12952622646
8783,44089,2006-07-16 17:04:11,2,26.8448285068,1.52727418642
10201,44186,2006-07-22 14:41:43,1,27.0492176639,1.06606693918
5683,44251,2006-07-19 02:49:00,3,29.7578203093,1.73954246128
6649,44405,2006-07-25 10:29:49,3,27.0487998104,2.83503685361
6722,44733,2006-07-29 23:31:06,3,27.2445364187,2.93054735301
12192,44794,2006-07-24 05:38:13,4,29.5428243031,3.48079678708
12289,44975,2006-07-20 12:01:07,2,22.8973597828,7.77098690138
9846,44998,2006-07-21 15:02:06,2,28.9805756434,2.54649553173
3024,15470,2006-04-21 22:56:46,1,30.97333551,1.98421405443
32940,1606604,,3,,
64056,1606604,,6,,
630,1026097,,2,,
8571,45525,2006-07-22 16:58:08,3,29.6454097966,2.32979997892
2724,15510,2006-05-09 20:32:46,5,26.1286785952,1.67996334675
618,45619,2006-07-21 01:06:24,2,26.8209344301,1.084342017
3170,45720,2006-08-06 19:39:26,1,32.0013401916,5.55073006486
9186,45865,2006-07-22 02:57:29,2,31.5407203408,4.26612106745
8828,46127,2006-07-25 22:07:42,2,27.2857938468,1.77641343513
12588,46190,2006-08-08 14:02:38,6,27.2388926065,4.13411559873
7188,46440,2006-07-27 05:18:43,6,33.3144346082,3.86876035003
11744,46554,2006-07-26 16:48:54,4,27.7767250336,2.13783716485
12449,46579,2006-08-04 23:33:20,2,26.7798848186,1.46924907426
10184,46617,2006-07-24 12:23:18,2,30.1660383558,2.84791035642
12257,46907,2006-07-22 03:40:59,2,30.1483413941,3.33134287306
3882,46999,2006-07-31 01:42:54,2,30.4261214904,1.28708805538
6659,47015,2006-08-08 14:37:08,3,28.8350144399,1.35410634113
138114,1027763,2007-10-31 21:28:32,5,29.9733444332,1.2587586007
5666,47104,2006-07-25 00:48:16,3,28.756701834,1.42897662168
8036,2363452,,1,,
65518,2363452,,4,,
9242,47168,2006-07-29 16:35:24,1,26.229635503,2.32822185316
40759,154535,,3,,
148910,2040743,2008-03-18 05:47:54,3,29.197101328,1.66274283415
11432,47809,2006-08-02 17:50:46,2,29.3328021076,1.91302114096
13075,47865,2006-07-26 13:21:12,1,33.0616067468,6.04700579522
299,47903,2006-07-29 17:00:42,1,30.6142449588,0.814865213386
8169,48630,2006-07-31 18:17:49,2,25.9348841521,1.60917827204
10581,48725,2006-07-31 21:13:22,1,27.8229451992,1.29867030547
10987,49188,2006-07-31 09:51:52,3,27.6490898331,1.75877373306
5774,49363,2006-07-30 04:49:10,2,29.1725593403,1.86220814569
13577,49480,2006-08-02 20:26:07,3,25.1802876104,6.58114394148
12631,49795,2006-08-05 09:42:16,2,27.6616359224,2.70557150998
100402,1030463,2007-10-22 12:25:59,1,30.1116080829,3.06956805892
84908,1030662,2007-10-15 17:01:26,1,31.2087889065,1.66801935478
12929,50095,2006-08-02 04:26:04,3,29.5825928722,2.81573189848
13387,50127,2006-08-08 15:42:21,1,24.7928907792,3.37509635644
13112,50250,2006-08-04 00:01:52,2,26.6378453514,3.16412048473
146091,1031039,2007-10-16 14:23:32,2,27.4206753887,3.4574055887
13788,50439,2006-08-03 21:33:39,1,15.6053291978,5.09443615362
13602,50684,2006-08-27 11:18:48,3,24.4300485311,6.08902323809
11734,50819,2006-08-11 00:26:56,2,29.9780246982,2.24299360007
218387,6063893,2009-12-07 05:11:05,1,30.26800687422415,0.7782483878565798
3901,22513,2006-05-14 17:07:17,2,27.6818676385,1.7993712955
14345,51936,2006-08-08 20:27:37,5,20.6449446522,5.20562449333
6548,22583,2006-05-14 00:54:54,3,32.9822618635,5.79001468433
31,52158,2006-08-04 18:29:29,1,34.5933253719,3.85274922311
2588,52212,2006-08-11 14:41:39,4,31.7768250013,2.70569800642
137832,1032911,2007-10-16 01:53:27,1,33.9216967088,1.86154279554
8014,52280,2006-08-18 17:03:44,1,28.1785490062,1.15488189377
6577,22661,2006-05-13 03:49:09,2,35.2119986011,6.78176758066
111000,1033630,2007-10-17 13:02:26,4,31.820819665,1.89717247554
132680,1034078,2007-10-16 05:29:36,2,32.8370782149,3.15593801567
146374,1034296,2007-10-25 08:08:09,5,28.7044008606,4.44207848975
138981,1034665,2007-10-18 05:39:49,3,32.8610685469,1.77499110722
144936,1034859,2007-10-24 06:25:53,6,30.4375522079,2.49529243995
134249,1034927,2007-10-24 18:13:44,3,30.4911312515,2.51631770603
129888,1034987,2007-11-11 18:19:18,1,30.237886679,2.05399036994
114626,1035126,2007-10-16 12:41:49,1,30.8491741777,2.18971986497
140646,1035384,2007-10-29 22:22:45,1,32.5315883064,2.09489966149
114541,1035667,2007-10-26 09:06:48,3,30.6101964933,1.82740340984
119345,1035975,2007-10-17 03:26:55,1,27.1864308826,1.49324459797
107427,1036000,2007-10-25 19:46:06,2,31.4163751674,2.27688494377
134307,1036101,2007-10-22 19:35:27,3,29.4007572588,1.08802286994
98576,1036115,2007-10-16 16:44:47,1,33.9833059916,1.35337658463
42994,1036238,2007-10-19 14:41:04,1,33.4352511897,1.75263659917
138135,1036377,2007-10-16 17:43:48,1,29.0112976701,2.51432970775
129087,1036736,2007-10-16 19:22:58,1,30.8010337111,3.29254003983
145901,1037014,2007-10-28 02:55:55,6,29.561929077,2.95154212177
143368,1037051,2007-10-17 18:11:56,2,32.6726846251,3.30055990146
141855,1037162,2007-10-17 00:29:33,2,29.698257975,2.05847228362
142564,1037349,2007-10-26 23:09:30,2,29.2035712023,1.91394995399
70571,1037365,2007-10-21 23:10:08,1,32.0194656363,0.999255546502
190742,2050014,2008-03-20 08:09:19,2,26.393234593,1.51685163344
52909,1037545,2007-10-18 07:26:04,2,28.5408712912,1.29830769371
102898,1037590,2007-10-16 21:36:19,1,30.039085658,1.16444893537
62408,1037618,2007-10-16 22:19:38,1,30.730076562,1.59066607557
133260,1038453,2007-10-29 18:13:41,2,29.6790311918,1.11904533829
76970,1038608,2007-10-17 01:01:02,2,29.7432871132,1.17975042783
111215,1038660,2007-10-23 02:05:04,2,31.8571833442,2.18451993939
143952,1038793,2007-10-23 23:34:25,6,31.5100336561,2.47775625208
140397,1038813,2007-10-18 17:20:56,1,23.9901121582,2.46917473422
69470,2051508,2008-03-19 17:49:46,2,29.0740505412,0.769690210744
144104,1039265,2007-10-20 19:57:55,1,30.3945691916,3.62280142248
128763,1486157,,7,,
144698,1039772,2007-10-17 20:33:28,1,31.6085652017,1.38655584536
146562,1040140,2007-10-17 07:37:24,2,22.4816785346,3.51246647978
145336,1040204,2007-10-25 09:35:22,6,33.3681257871,2.53172768886
144658,1040336,2007-10-18 07:51:28,1,24.5315132053,3.0299638998
13868,1040399,2007-10-19 10:48:18,2,31.0678148357,1.81317270099
145872,1040452,2007-10-22 17:00:12,4,27.0133154218,2.74181351798
140222,1040786,2007-10-17 12:57:56,2,28.2575612441,1.23372524857
88863,1040863,2007-10-22 10:45:53,3,28.8832803562,2.88356123486
146786,1041172,2007-10-20 15:26:32,1,30.5743440552,6.42351503406
114797,1041300,2007-10-24 14:49:51,5,29.5523525862,1.04379973387
1817,1041414,2007-10-27 13:43:30,2,22.3687780858,3.49666814206
49578,1041691,2007-10-19 13:59:27,2,32.8911453002,1.91258101968
137450,1041739,2007-10-21 13:42:47,2,31.3523900224,1.79146368761
132606,1042178,2007-10-27 02:45:13,3,26.5249612114,2.00860673352
127196,2054517,2008-04-08 00:35:44,1,32.7840572738,1.11870769038
144714,1042515,2007-10-18 23:59:00,1,28.1990696402,2.55806638822
95431,1042701,2007-10-29 10:48:39,2,33.2349061724,3.66293736808
142380,1043591,2007-10-18 01:37:46,1,26.8920866311,1.31443750312
90062,2055960,2008-04-07 21:04:08,8,28.2755819777,0.67378469725
12145,1043689,2007-10-31 02:07:09,6,30.6310576229,1.50289650702
44756,1043706,2007-10-24 22:08:27,3,31.6939026126,2.06342284655
142380,1043729,2007-10-18 15:25:50,1,26.7489145905,1.29017676986
131823,1043772,2007-10-17 23:45:14,1,32.0474537669,1.15286574703
97564,1044219,2007-10-18 00:38:41,1,27.66606109,1.54421888873
144698,1044354,2007-10-18 01:41:36,1,30.6111386947,1.38587253314
145384,1044495,2007-10-25 08:29:05,5,30.9740410497,2.86023459517
130769,1044909,2007-10-24 01:30:35,2,29.0054870538,2.41698239944
147281,1045003,2007-11-04 16:38:25,5,28.9791785998,4.5073507575
25879,1045783,2007-10-22 04:57:42,1,27.7744624033,1.91880306158
145336,1045823,2007-10-18 11:11:49,2,29.4297319076,2.82471468588
147087,1045916,2007-11-06 18:57:30,4,21.1097997981,3.43720550175
143652,1045966,2007-10-18 09:18:11,2,22.5941833399,2.99770889789
8,1046137,2007-10-18 11:01:07,2,29.978007299,1.65447919821
144861,1046159,2007-10-24 23:47:15,1,29.8181307994,1.61498127988
